YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_UNK_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,PRMRY_DX_INFCTN_PCT,PRMRY_DX_NEOBLD_PCT,PRMRY_DX_ENDONUTRMET_PCT,PRMRY_DX_MNTBEHNEUDIS_PCT,PRMRY_DX_NERVSYSTM_PCT,PRMRY_DX_ENTSYS_PCT,PRMRY_DX_CIRCSYSTM_PCT,PRMRY_DX_RSPSYSTM_PCT,PRMRY_DX_DIGSYSTM_PCT,PRMRY_DX_SKNMUSSYSTM_PCT,PRMRY_DX_GUSYSTM_PCT,PRMRY_DX_PRGPERICONG_PCT,PRMRY_DX_SXILLDEF_PCT,PRMRY_DX_INJPOIS_PCT,PRMRY_DX_HLTHSRV_PCT,NRSNG_VISITS_CNT,MSW_VISITS_CNT,AIDE_VISITS_CNT,TOT_NRSNG_MNTS,HOSPC_RHC_DAYS_PCT
2023,FY,NATION,HOS,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,1744691,1849126,135679478,40619157730,25106162084,25106162084,25549846041,29,7,82,42,58,81,8,2,7,0,1,1,2.54,1,23,4,0,25,0,31,10,2,0,2,0,1,1,0,35554974,6145516,36233228,1988468805,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,AK,STATE TOTAL,1100,1154,73543,34363458,15080833,15080833,13600320,34,5,81,40,60,79,3,4,2,10,*,*,2.20,2,24,7,*,25,0,29,8,2,*,2,*,*,*,*,20366,2577,3984,921570,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,AL,STATE TOTAL,33460,36415,3330899,805962004,514590074,514590074,599976055,27,11,81,41,59,83,15,0,1,0,0,0,2.26,1,18,4,*,25,0,36,13,2,1,1,0,0,0,0,910119,135441,836146,40511550,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,AR,STATE TOTAL,20113,21112,1541105,564826854,256580957,256580957,290010228,33,24,81,42,58,89,9,0,1,0,0,0,2.44,1,23,4,0,24,0,29,14,2,0,2,*,1,1,0,430173,70760,449230,17601645,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,AZ,STATE TOTAL,48247,51740,4209446,1182324826,746008926,746008926,774830735,25,2,82,43,57,83,3,1,10,1,1,1,2.49,1,20,5,0,28,*,31,10,2,0,2,0,1,1,0,1010280,177641,1003780,49878510,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,CA,STATE TOTAL,182691,200736,16812358,5448247219,3813174038,3813174038,3044835925,34,1,83,42,58,62,7,9,20,0,1,2,2.53,1,20,3,0,27,*,37,8,2,0,2,0,1,0,0,4036714,556573,3379387,250267215,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,CO,STATE TOTAL,24904,26065,1809670,560117001,336531775,336531775,342888728,22,6,83,42,58,86,3,1,9,0,1,1,2.46,1,23,6,0,28,*,26,12,2,1,2,0,1,1,0,458498,101279,458889,23185380,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,CT,STATE TOTAL,16388,16956,925828,293607582,196358116,196358116,181863560,41,0,84,40,60,87,5,1,5,*,1,*,2.62,2,26,5,*,25,0,24,10,2,0,2,*,3,1,1,269758,46348,215451,14110905,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,DC,STATE TOTAL,1242,1355,106358,27743895,20426448,20426448,19900042,41,*,84,36,64,37,57,2,3,0,1,1,2.66,*,31,*,0,28,0,32,6,1,*,2,*,*,*,*,11829,2576,15989,744615,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,DE,STATE TOTAL,6710,7034,459936,154860779,94131344,94131344,94091783,23,0,82,44,56,81,15,1,2,0,1,0,2.50,2,27,3,*,16,0,37,9,2,1,2,*,*,1,0,108978,16272,130682,5977425,97
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,FL,STATE TOTAL,156052,165826,11978448,3454079802,2288677988,2288677988,2482528192,32,2,83,43,57,75,8,1,14,0,1,1,2.90,2,22,3,0,20,*,37,11,2,0,2,0,0,1,1,3378705,493427,3721516,282506535,97
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,GA,STATE TOTAL,55188,59121,4976075,1353439489,843488435,843488435,912703877,30,11,81,41,59,75,21,1,2,0,1,0,2.49,1,21,4,0,29,0,28,13,2,1,3,0,1,0,0,1267975,204739,1523867,66907815,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,HI,STATE TOTAL,6058,6281,502448,146218358,107788799,107788799,90027732,26,*,85,43,57,27,1,54,6,*,*,12,2.36,1,24,2,*,26,0,33,6,2,0,2,*,4,1,0,116568,19163,98487,7431750,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,IA,STATE TOTAL,21159,21930,1340571,406965998,225726185,225726185,254062175,26,28,83,42,58,96,1,0,1,0,1,0,2.23,1,23,6,0,24,*,29,10,3,0,3,*,1,1,0,427197,85180,367386,22441050,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,ID,STATE TOTAL,10495,10890,839868,279466465,143552912,143552912,153544656,23,9,82,44,56,94,0,1,3,1,1,0,2.14,1,23,7,*,23,0,29,11,2,0,2,*,1,1,0,234085,45790,191184,11588805,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,IL,STATE TOTAL,57714,59866,3806656,1152190587,712791841,712791841,723823012,31,6,83,41,59,83,10,2,4,0,1,0,2.62,2,25,3,0,24,*,31,8,2,0,2,0,1,1,1,1032483,181732,907427,55659825,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,IN,STATE TOTAL,40319,42086,2844069,850909275,503371542,503371542,530011748,33,8,82,42,58,92,5,0,1,0,1,0,2.52,1,24,4,0,24,0,29,12,2,0,3,0,1,1,0,824890,132901,670578,40462425,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,KS,STATE TOTAL,18175,19144,1391282,367222534,233142712,233142712,257390538,28,14,82,42,58,91,4,1,3,1,1,0,2.31,2,21,4,0,27,*,29,11,2,1,2,0,1,1,0,424250,73038,311886,22237455,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,KY,STATE TOTAL,22163,22739,1101662,328956834,210627489,210627489,234700152,27,21,80,43,57,94,4,0,0,*,1,*,2.55,2,29,3,*,21,*,23,13,3,0,3,*,1,1,1,276669,66421,229665,15457620,97
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,LA,STATE TOTAL,28082,29974,2397123,805349153,385372402,385372402,440552786,39,8,81,42,58,74,22,1,2,0,1,0,2.52,1,23,3,0,26,*,31,11,2,1,2,0,1,0,0,627165,99202,710024,31169280,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MA,STATE TOTAL,34030,35434,2376438,756803172,475876116,475876116,449840422,34,0,84,40,60,89,3,2,4,*,1,*,2.49,2,26,6,0,28,*,26,8,2,0,2,*,1,1,1,654245,106328,744169,33769575,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MD,STATE TOTAL,25553,26542,1436441,445955027,278930915,278930915,287965067,21,2,83,41,59,72,22,2,2,*,1,*,2.42,2,27,2,*,22,*,31,8,3,1,2,*,1,1,1,358237,68742,343666,20559375,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,ME,STATE TOTAL,9405,9655,611870,201069179,111031511,111031511,117900721,43,31,82,42,58,97,0,0,0,0,1,0,2.25,1,25,3,0,21,0,33,9,3,1,1,*,3,1,0,156879,33232,177688,7998960,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MI,STATE TOTAL,61619,64243,4610657,1292177886,789585850,789585850,852434157,24,10,82,42,58,88,8,1,1,0,1,0,2.51,1,23,4,0,22,0,35,9,2,0,2,0,1,1,0,1199873,235715,1005174,63032985,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MN,STATE TOTAL,30415,31461,2358988,715337885,436710433,436710433,432070300,30,10,84,41,59,94,2,1,1,0,1,1,2.40,1,23,5,0,25,0,32,8,2,1,1,0,1,1,1,613555,140789,455027,33898020,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MO,STATE TOTAL,38433,40408,2811973,803627870,479829423,479829423,523091587,28,17,82,42,58,91,7,0,1,0,0,0,2.52,1,24,5,0,25,*,28,11,2,1,2,0,2,1,0,841066,132904,591399,44158935,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MS,STATE TOTAL,19541,21196,1796014,559169281,284184845,284184845,325344136,37,24,81,41,59,76,22,0,1,0,0,0,2.38,1,22,3,0,28,*,30,13,2,0,2,*,0,0,0,506323,82069,525124,23011590,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,MT,STATE TOTAL,4767,4935,292411,78721525,50037608,50037608,54536042,18,25,82,44,56,95,0,0,1,2,1,0,2.13,1,27,10,*,21,0,22,12,3,0,1,*,2,1,*,73840,14057,46465,4204410,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NC,STATE TOTAL,60138,62327,4318510,1338093523,785710072,785710072,851872902,26,9,81,42,58,81,15,1,1,0,1,1,2.56,2,24,5,0,23,*,29,10,2,0,2,0,2,1,0,1162717,251893,1064748,56205045,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,ND,STATE TOTAL,3947,4051,227638,64113316,37656326,37656326,42433221,29,27,83,45,55,95,*,*,1,2,1,1,2.37,2,28,5,*,22,0,26,9,3,1,1,*,1,2,1,60970,16454,50876,3258420,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NE,STATE TOTAL,10009,10276,627416,186059239,110788555,110788555,116033018,25,19,83,43,57,94,2,1,2,0,1,0,2.30,1,24,6,*,26,0,27,10,2,0,2,*,1,0,0,199273,33183,144252,10679010,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NH,STATE TOTAL,7767,7973,512629,159463081,97118194,97118194,96296641,23,7,83,43,57,97,*,1,1,*,1,0,2.14,1,26,5,*,27,0,25,9,2,0,1,*,2,1,0,127240,27651,154362,6820890,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NJ,STATE TOTAL,37972,39678,2467269,898871593,499838583,499838583,464323867,23,0,84,39,61,81,8,3,6,0,1,1,2.68,2,25,6,0,28,0,24,10,2,0,2,0,1,0,0,572405,110286,1281175,30775320,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NM,STATE TOTAL,10381,10866,858374,210267966,144818384,144818384,155516731,28,5,82,43,57,63,1,1,30,4,1,1,2.21,1,23,9,0,23,0,27,12,3,1,2,*,1,1,0,214762,41722,177832,10487985,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NV,STATE TOTAL,17028,18415,1332739,427003250,272462915,272462915,252040083,22,1,81,46,54,74,9,5,9,0,1,2,2.60,1,22,3,0,23,0,33,13,2,0,2,*,0,1,0,296184,53570,494590,17626650,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,NY,STATE TOTAL,45164,46663,2500122,803832572,546588766,546588766,493661702,37,3,84,41,59,78,8,4,8,0,1,1,2.74,1,34,4,0,24,0,22,9,2,0,2,0,1,0,0,636199,163880,551219,41017815,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,OH,STATE TOTAL,80076,84537,6102968,1726417535,1085472120,1085472120,1185399413,29,5,82,41,59,90,7,1,1,0,1,0,2.58,1,22,5,0,22,0,31,12,2,0,3,0,2,1,1,1713737,301897,1504664,101840520,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,OK,STATE TOTAL,24389,26427,2311017,606530832,363672757,363672757,411297055,28,18,82,41,59,86,4,1,2,7,0,0,2.31,1,20,4,0,27,0,30,12,2,3,2,*,1,0,0,664439,100619,641696,30700260,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,OR,STATE TOTAL,23009,23633,1514681,528388191,310433119,310433119,281817545,30,2,83,44,56,93,1,2,2,1,1,1,2.34,1,25,5,0,24,*,30,9,3,0,2,0,2,1,1,368588,80246,213590,19542180,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,PA,STATE TOTAL,72501,75558,4731369,1489068203,845340796,845340796,892437152,26,3,83,40,60,90,6,1,2,*,1,*,2.58,1,25,6,0,25,0,28,10,2,0,2,0,1,1,0,1322282,234256,1560233,70586955,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,PR,STATE TOTAL,5765,6073,532975,95937331,60796285,60796285,96821314,+,2,83,40,60,0,*,0,100,*,0,*,2.74,*,24,0,*,39,0,22,8,2,0,4,*,1,0,0,165833,26613,101216,8020980,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,RI,STATE TOTAL,7256,7543,443320,160331291,91217448,91217448,89269927,34,0,83,42,58,90,3,1,5,*,1,*,2.49,1,24,4,*,25,0,26,10,4,0,3,*,1,2,0,96860,14961,137497,6292425,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,SC,STATE TOTAL,36436,38793,2995898,885798380,504307729,504307729,557889614,22,7,81,42,58,81,17,0,1,0,1,0,2.41,2,21,5,0,29,*,26,12,2,0,2,0,1,1,0,832230,142336,977927,38004270,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,SD,STATE TOTAL,4089,4194,224495,85980548,37892662,37892662,42843315,27,25,83,42,58,95,*,*,0,3,1,0,2.20,2,28,11,*,22,0,22,9,3,1,2,0,1,1,1,115249,14754,96692,4876545,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,TN,STATE TOTAL,42336,44362,3044791,883685090,497691876,497691876,565347927,28,10,81,41,59,89,9,0,1,0,1,0,2.47,1,24,3,0,26,0,29,12,3,0,2,0,1,1,0,832501,137319,623284,37592610,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,TX,STATE TOTAL,149896,162471,14158898,3793001159,2435933865,2435933865,2590056311,29,8,81,42,58,69,10,2,18,0,0,0,2.64,1,19,3,0,30,*,29,12,2,0,3,0,0,0,0,3234448,536936,4869078,163642410,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,UT,STATE TOTAL,15166,16009,1324094,375804232,226726891,226726891,238215311,15,5,83,44,56,93,0,2,4,0,1,1,2.24,2,17,7,0,25,*,33,11,2,0,3,0,1,1,0,374887,68093,539405,16840905,100
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,VA,STATE TOTAL,40441,42392,2970189,849736936,520793266,520793266,551353386,21,14,82,41,59,81,14,2,2,0,1,1,2.46,1,25,4,0,27,0,29,10,2,0,2,0,1,1,0,747702,133383,633492,38189130,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,VT,STATE TOTAL,3694,3785,250115,67163488,45766269,45766269,47230241,29,17,83,42,58,97,*,0,1,*,1,0,1.99,1,30,7,*,23,0,25,9,3,1,2,*,1,0,1,57689,14937,43510,3601530,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,WA,STATE TOTAL,29362,30369,1779678,756794756,363910385,363910385,338076534,25,3,83,42,58,89,2,4,3,1,1,1,2.42,1,28,6,0,27,0,25,8,2,1,1,0,1,1,1,409558,107258,253123,22329285,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,WI,STATE TOTAL,36763,38076,2887782,913900421,523273561,523273561,543310503,30,13,83,42,58,93,3,1,1,1,1,0,2.50,1,23,6,0,21,*,32,9,2,1,2,0,2,1,0,818439,162394,799752,44026140,99
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,WV,STATE TOTAL,11510,11900,720331,203281520,124413163,124413163,141068187,29,22,81,44,56,97,2,*,0,*,0,0,2.53,1,26,5,*,21,0,27,13,3,0,3,*,1,1,0,223394,40691,174094,13401585,98
2023,FY,STATE,HOS,STATE TOTAL,STATE TOTAL,STATE TOTAL,WY,STATE TOTAL,2062,2095,100043,39919341,19928584,19928584,20709463,20,17,81,43,57,92,*,1,4,1,1,*,2.07,1,28,7,1,14,*,21,14,3,2,4,*,4,1,*,36668,5288,30651,2414715,97
2023,FY,PROVIDER,HOS,021500,Ancora Home Health & Hospice Llc,Wasilla,AK,99654,577,603,37292,12468614,7751501,7751501,6872979,33,5,81,39,61,80,*,3,2,11,*,*,2.22,2,21,8,*,28,0,30,8,2,*,*,*,*,*,0,12001,824,1811,512085,99
2023,FY,PROVIDER,HOS,021506,Providence Hospice Alaska,Anchorage,AK,99508,319,334,24568,18394127,5174795,5174795,4570945,35,*,81,39,61,76,5,6,*,7,*,*,2.27,0,27,6,0,25,0,28,6,*,*,3,0,*,*,*,6030,972,1226,287835,100
2023,FY,PROVIDER,HOS,021507,Fairbanks Memorial Hospital Hospice Services,Fairbanks,AK,99701,164,171,9675,2922156,1728183,1728183,1778340,28,7,80,41,59,83,*,*,*,10,0,*,1.92,*,30,9,*,12,0,28,12,*,0,*,0,*,*,*,1730,653,936,87060,100
2023,FY,PROVIDER,HOS,021508,Enhabit Hospice,Anchorage,AK,99503,50,50,2008,578561,426354,426354,378055,54,*,79,44,56,74,*,0,*,*,*,*,2.45,*,30,*,*,*,0,22,*,0,0,*,0,*,0,*,605,128,11,34590,100
2023,FY,PROVIDER,HOS,011500,Baptist Hospice,Montgomery,AL,36116,228,232,10300,2985916,1837101,1837101,2115558,18,*,80,44,56,75,24,*,*,0,*,0,2.31,*,20,*,0,13,0,15,37,*,0,*,0,10,*,0,3234,617,2478,179205,97
2023,FY,PROVIDER,HOS,011501,Southerncare New Beacon N. Birmingham,Trussville,AL,35173,1016,1113,101629,21249635,15634223,15634223,18078792,31,*,81,40,60,78,20,*,*,0,*,*,2.39,*,15,*,0,23,0,42,18,2,0,1,0,*,0,0,28709,4402,26905,1122585,99
2023,FY,PROVIDER,HOS,011502,Aveanna Hospice Of Fairhope,Fairhope,AL,36532,241,256,28429,6427999,4294683,4294683,4945297,22,*,82,46,54,82,17,*,0,0,*,0,2.15,*,21,4,0,34,0,31,6,*,0,*,0,0,0,0,8506,947,6884,393810,100
2023,FY,PROVIDER,HOS,011503,Saad Hospice Services,Mobile,AL,36609,869,914,52973,13894199,10454899,10454899,12009403,21,4,82,41,59,75,24,*,0,0,*,*,2.38,*,23,4,0,21,0,34,11,1,0,5,0,0,1,0,9036,1594,15692,379665,93
2023,FY,PROVIDER,HOS,011505,Hospice Family Care,Huntsville,AL,35803,764,772,25672,7544800,4914866,4914866,5639228,17,2,81,42,58,85,12,*,*,0,*,*,2.49,2,26,10,0,17,0,23,10,3,3,5,*,0,2,0,9114,1068,7203,514065,95
2023,FY,PROVIDER,HOS,011506,Southerncare New Beacon - Jasper,Jasper,AL,35504,822,890,91402,19144914,13868033,13868033,16154434,39,18,80,38,62,64,35,*,*,0,*,*,2.32,1,13,0,*,26,0,39,19,2,0,1,0,*,0,0,27125,4500,24715,1039260,99
2023,FY,PROVIDER,HOS,011508,Southerncare New Beacon Of Anniston,Anniston,AL,36207,632,684,69039,13846938,10271487,10271487,12165821,37,14,80,44,56,86,11,0,2,*,*,0,2.16,*,15,0,*,27,0,38,18,2,*,*,0,*,*,*,19718,2684,16528,789180,99
2023,FY,PROVIDER,HOS,011510,Cullman Regional Hospice,Cullman,AL,35058,91,92,4030,986027,660183,660183,797586,26,*,80,56,44,100,0,0,0,0,0,0,2.23,*,23,*,0,22,0,28,*,*,0,*,0,0,*,0,1663,95,886,94065,99
2023,FY,PROVIDER,HOS,011511,Hospice Of The Valley Inc,Decatur,AL,35601,321,335,23357,6026725,3621784,3621784,4224065,12,*,83,40,60,94,4,*,*,0,*,0,2.08,0,21,*,0,35,0,25,11,*,*,*,0,0,*,*,8007,1526,5880,349710,100
2023,FY,PROVIDER,HOS,011512,Southerncare New Beacon Scottsboro,Scottsboro,AL,35768,930,987,102272,20942349,15336557,15336557,18015857,32,4,82,38,62,94,4,*,*,0,*,*,2.04,*,12,*,0,24,0,50,11,*,0,*,*,*,*,*,30097,4763,28881,1241040,100
2023,FY,PROVIDER,HOS,011513,Shepherd's Cove Hospice,Albertville,AL,35951,542,567,36099,11331968,6353957,6353957,7514847,35,*,79,42,58,98,*,*,*,0,*,*,2.37,*,29,*,0,9,0,28,12,4,11,5,0,2,*,0,7511,2720,9445,380355,96
2023,FY,PROVIDER,HOS,011514,Compassus - Southern Alabama,Pell City,AL,35128,145,152,10546,2273232,1649661,1649661,1955840,19,0,81,40,60,92,8,0,0,0,*,*,2.83,*,24,14,0,35,0,14,12,*,0,*,0,0,0,0,2867,433,2528,127215,99
2023,FY,PROVIDER,HOS,011516,Hospice Of Limestone County,Athens,AL,35611,213,217,17232,7461822,2707411,2707411,3110905,18,*,83,40,60,92,5,*,*,0,*,0,2.20,0,29,*,0,24,0,34,8,*,*,*,0,0,0,0,4911,817,3279,239205,100
2023,FY,PROVIDER,HOS,011517,Hospice Of West Alabama,Tuscaloosa,AL,35404,644,661,32812,9427748,6585879,6585879,7571776,26,5,81,40,60,79,20,*,*,0,0,0,2.34,*,22,*,0,36,0,23,7,4,*,4,*,3,*,0,10259,1429,6746,457770,94
2023,FY,PROVIDER,HOS,011522,Gentiva Dothan,Dothan,AL,36301,715,749,74284,14978033,11157883,11157883,13148007,27,6,82,41,59,87,10,*,*,*,*,*,2.05,*,20,0,0,24,0,43,10,*,*,*,0,*,*,0,22131,3851,13259,817905,100
2023,FY,PROVIDER,HOS,011523,Hospice Of Montgomery,Montgomery,AL,36117,109,110,6492,1582339,1041705,1041705,1200819,22,*,82,44,56,69,29,*,0,0,*,0,2.14,*,21,0,0,22,0,30,15,*,0,*,0,*,*,0,1653,327,1518,91605,100
2023,FY,PROVIDER,HOS,011524,Chattahoochee Hospice Inc,Valley,AL,36854,171,176,19173,3438061,2851474,2851474,3371414,41,7,82,33,67,71,27,*,*,0,*,*,2.21,0,18,0,0,36,0,36,9,*,0,*,0,0,*,0,4422,1134,6160,245670,100
2023,FY,PROVIDER,HOS,011526,Lakeside Hospice Inc,Pell City,AL,35128,163,167,12003,3176297,1889326,1889326,2177617,12,*,82,58,42,95,*,0,*,0,*,0,2.56,0,21,0,0,22,0,35,9,*,9,*,0,0,0,0,4268,418,2134,220620,99
2023,FY,PROVIDER,HOS,011527,Amedisys Hospice Of Birmingham,Homewood,AL,35209,1478,1552,130767,33937541,20044362,20044362,23365622,23,10,82,42,58,85,13,*,*,0,*,*,2.26,*,19,5,*,28,0,34,12,2,0,1,0,*,*,*,32606,5441,33275,1603320,100
2023,FY,PROVIDER,HOS,011528,Compassus-Auburn,Auburn,AL,36830,529,541,25541,7307281,4997456,4997456,5821843,19,3,81,46,54,78,21,0,*,0,*,*,2.30,2,29,3,0,17,0,27,15,2,5,*,0,*,*,0,13698,899,5441,431010,94
2023,FY,PROVIDER,HOS,011534,Hospice Of Northwest Alabama,Winfield,AL,35594,122,124,13251,3517611,1961147,1961147,2327894,39,*,82,46,54,99,*,0,0,0,*,0,1.97,0,19,*,0,10,0,57,*,*,0,*,0,0,0,*,4512,575,5644,182580,100
2023,FY,PROVIDER,HOS,011538,Hospice Of Clay County,Ashland,AL,36251,52,53,5442,1284718,807945,807945,958805,27,*,82,42,58,96,*,0,0,0,*,0,2.07,0,34,0,0,28,0,*,21,*,0,*,0,0,0,0,1250,314,1659,61290,100
2023,FY,PROVIDER,HOS,011543,Enhabit Hospice Of Birmingham,Hoover,AL,35244,2613,2776,273960,70065190,41333744,41333744,48526442,27,12,81,42,58,89,10,*,0,*,*,*,2.25,0,16,8,0,21,0,35,11,2,6,1,*,*,0,0,72557,13296,65716,4054605,100
2023,FY,PROVIDER,HOS,011546,Community Hospice Of South Alabama - Foley,Foley,AL,36535,388,404,29392,6868176,4627865,4627865,5332329,22,4,82,50,50,89,8,*,*,*,*,*,2.20,*,18,3,0,38,0,24,11,*,0,*,0,*,0,*,7805,1238,8498,404340,100
2023,FY,PROVIDER,HOS,011548,Agape Care Alabama,Birmingham,AL,35243,203,211,17432,4340278,2703856,2703856,3106163,29,*,80,34,66,61,37,*,0,0,*,0,2.66,*,28,6,0,24,0,28,9,*,*,*,*,0,0,0,4289,795,3547,174840,100
2023,FY,PROVIDER,HOS,011549,Homestead Hospice Of Cahaba Llc,Selma,AL,36701,264,277,30126,6744970,4488815,4488815,5281753,36,56,83,35,65,66,34,0,0,0,0,0,2.32,0,14,*,0,39,0,33,10,*,*,*,0,0,0,0,5495,891,9707,249540,100
2023,FY,PROVIDER,HOS,011558,Alabama Hospice Care Of Mobile,Mobile,AL,36608,142,160,15186,11537798,2326211,2326211,2678550,20,*,82,42,58,74,24,*,*,0,*,0,2.45,0,20,*,0,19,0,48,8,*,0,0,0,*,0,0,3934,518,3826,165645,100
2023,FY,PROVIDER,HOS,011566,Amedisys Hospice Of Decatur,Decatur,AL,35601,119,129,14572,3668691,2172479,2172479,2547314,27,*,81,40,60,92,*,0,0,0,0,*,1.91,0,*,*,0,36,0,43,14,*,0,0,0,0,*,0,3824,424,3313,171165,100
2023,FY,PROVIDER,HOS,011567,Amedisys Hospice Of Mobile,Mobile,AL,36602,139,150,12510,3110038,1932822,1932822,2226673,14,*,82,45,55,88,12,0,0,0,*,*,2.54,0,20,*,0,29,0,31,17,*,0,*,0,0,0,0,2915,432,2172,169500,100
2023,FY,PROVIDER,HOS,011576,Aveanna Hospice Of Demopolis,Demopolis,AL,36732,142,152,18646,4084694,2733343,2733343,3222134,45,76,82,44,56,55,45,0,0,0,0,0,2.20,0,20,*,0,26,0,47,*,*,0,*,0,0,0,*,5236,743,4891,227430,100
2023,FY,PROVIDER,HOS,011577,Covenant Hospice Inc - Dothan,Dothan,AL,36301,512,541,30187,8321430,5345844,5345844,6203136,25,8,80,44,56,82,15,*,*,*,*,*,2.41,4,20,*,0,25,0,29,17,2,*,*,*,*,*,0,6799,1163,6903,325455,96
2023,FY,PROVIDER,HOS,011579,Compassus-Gadsden,Southside,AL,35907,472,506,50170,10010850,7537176,7537176,8893185,33,48,80,45,55,88,10,0,*,*,*,*,2.32,*,16,*,0,26,0,40,14,*,0,*,0,0,0,0,11770,1913,11706,544935,100
