YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_UNK_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,PRMRY_DX_INFCTN_PCT,PRMRY_DX_NEOBLD_PCT,PRMRY_DX_ENDONUTRMET_PCT,PRMRY_DX_MNTBEHNEUDIS_PCT,PRMRY_DX_NERVSYSTM_PCT,PRMRY_DX_ENTSYS_PCT,PRMRY_DX_CIRCSYSTM_PCT,PRMRY_DX_RSPSYSTM_PCT,PRMRY_DX_DIGSYSTM_PCT,PRMRY_DX_SKNMUSSYSTM_PCT,PRMRY_DX_GUSYSTM_PCT,PRMRY_DX_PRGPERICONG_PCT,PRMRY_DX_SXILLDEF_PCT,PRMRY_DX_INJPOIS_PCT,PRMRY_DX_HLTHSRV_PCT,NRSNG_VISITS_CNT,MSW_VISITS_CNT,AIDE_VISITS_CNT,TOT_NRSNG_MNTS,HOSPC_RHC_DAYS_PCT
2023,FY,PROVIDER,HOS,921691,Longevity Hospice Care Services Inc.,Glendale,CA,91203,18,18,2155,478632,456811,456811,378377,*,0,75,*,*,*,*,*,*,0,*,*,1.85,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,440,18,0,26430,100
2023,FY,PROVIDER,HOS,921695,Integrity Hospice,Buena Park,CA,90620,16,16,1130,365596,238432,238432,203887,*,0,89,*,*,*,0,*,0,0,0,*,2.50,0,*,0,0,*,0,*,0,*,0,*,0,0,0,0,432,*,211,21015,100
2023,FY,PROVIDER,HOS,921698,Reign Hospice,Glendale,CA,91204,30,31,3345,754691,688117,688117,581063,*,0,81,50,50,50,*,0,37,0,0,*,2.99,0,0,0,0,42,0,48,*,0,0,*,0,0,0,0,608,56,539,32700,100
2023,FY,PROVIDER,HOS,921700,Arias Health Care Inc,Santa Ana,CA,92707,25,27,4335,1152899,855912,855912,737106,*,0,80,48,52,*,*,*,*,0,0,0,2.61,0,*,*,*,*,0,*,*,*,*,0,0,0,0,0,902,*,562,43485,100
2023,FY,PROVIDER,HOS,921701,Fidelia Hospice Inc.,Los Angeles,CA,90065,41,44,5634,1496625,1183668,1183668,988365,51,0,82,27,73,54,0,*,*,0,*,*,2.80,0,*,0,0,34,0,61,*,0,0,0,0,0,0,0,1507,80,1245,110100,100
2023,FY,PROVIDER,HOS,921702,Excelcare Hospice Inc,Colton,CA,92324,14,14,1468,367447,316281,316281,278349,*,0,86,*,*,*,*,*,*,0,0,0,3.34,0,*,0,0,*,0,*,0,0,0,*,0,0,0,0,223,*,431,16065,100
2023,FY,PROVIDER,HOS,921703,Meridian Hospice Care,Chino,CA,91710,17,18,1158,413994,297088,297088,250801,*,0,80,*,*,*,*,*,*,0,*,0,3.99,0,*,0,0,*,0,*,*,0,0,0,0,0,0,0,192,45,179,12960,96
2023,FY,PROVIDER,HOS,921705,Right Choice Hospice Care,Riverside,CA,92503,80,90,7075,1881607,1397517,1397517,1241901,66,0,74,48,53,53,15,*,25,*,0,*,2.86,0,*,0,0,13,0,50,27,*,0,0,0,0,0,0,839,85,1348,51210,100
2023,FY,PROVIDER,HOS,921706,Sunlit Hospice Inc,Northridge,CA,91324,40,40,3729,976480,793403,793403,654319,48,0,86,40,60,50,*,*,*,0,0,*,3.33,0,28,0,0,35,0,28,*,*,0,0,0,0,*,0,540,83,89,36690,100
2023,FY,PROVIDER,HOS,921707,Absolute Hospice & Palliative Care Inc.,Cerritos,CA,90703,23,26,2227,623270,467652,467652,397792,52,0,83,*,*,52,*,*,*,0,0,*,3.67,0,*,0,0,46,0,54,0,0,0,0,0,0,0,0,667,21,423,41550,100
2023,FY,PROVIDER,HOS,921710,Pinnacle Hospice Care Llc,Los Alamitos,CA,90720,45,47,4175,1081727,845226,845226,745344,*,*,86,38,62,80,*,*,*,0,0,*,2.31,0,*,0,0,38,0,32,*,0,*,*,0,0,0,0,1358,179,911,81345,100
2023,FY,PROVIDER,HOS,921713,Able Hospice,Palm Desert,CA,92211,430,450,34251,10429472,6889707,6889707,6124520,22,*,85,45,55,82,*,*,15,0,*,*,2.49,*,24,0,0,24,0,46,2,3,0,*,0,0,0,*,8553,1319,9774,397815,100
2023,FY,PROVIDER,HOS,921714,Ideal Hospice Care Inc,Encino,CA,91436,23,24,1946,603212,432491,432491,357818,*,0,74,52,48,*,*,*,*,0,*,0,1.99,0,*,0,*,*,0,50,*,0,0,0,0,0,0,0,385,15,374,20310,100
2023,FY,PROVIDER,HOS,921716,River Of Light Hospice,Redlands,CA,92373,46,47,4340,1185554,960952,960952,815372,30,0,85,35,65,76,*,*,*,0,0,0,2.45,0,*,0,0,66,0,*,*,0,0,0,0,0,0,0,872,25,491,71295,99
2023,FY,PROVIDER,HOS,921718,Capital Hospice Care Inc,Burbank,CA,91505,109,121,16598,4946894,3458801,3458801,2862201,50,*,82,32,68,65,11,*,14,0,*,*,2.33,*,*,0,0,42,0,31,18,*,0,0,0,0,0,0,4597,554,2994,312675,100
2023,FY,PROVIDER,HOS,921720,Comforting Care Hospice Inc,Simi Valley,CA,93065,121,129,10054,4496769,2227797,2227797,1840285,60,0,83,33,67,65,*,*,21,*,0,*,3.11,0,14,*,*,29,0,29,13,*,0,*,0,0,0,0,2243,206,2455,115470,99
2023,FY,PROVIDER,HOS,921721,Blessed Hope Hospice Inc,San Bernardino,CA,92408,72,76,7321,2118243,1528099,1528099,1300926,26,0,85,53,47,68,*,*,24,0,0,0,2.64,0,14,0,*,21,0,43,*,*,0,*,0,*,*,0,655,105,1442,34770,100
2023,FY,PROVIDER,HOS,921722,Vista Hospice Care Inc,Vista,CA,92083,142,154,20901,5642735,4161850,4161850,3553437,36,0,85,38,62,73,*,8,15,0,*,*,2.25,0,7,*,0,38,0,41,*,*,0,*,0,*,0,0,5997,296,6470,348810,100
2023,FY,PROVIDER,HOS,921724,Echo Hospice Of Orange County,Orange,CA,92868,521,550,50689,13938595,10704674,10704674,9069364,47,*,81,42,58,58,8,4,27,*,*,*,2.89,*,19,*,0,22,0,44,12,*,0,*,0,0,*,*,10428,1743,11665,665730,99
2023,FY,PROVIDER,HOS,921725,Lac Health Hospice Services,Los Angeles,CA,90039,27,29,2603,554416,503077,503077,433810,56,0,82,41,59,*,*,*,56,0,0,*,2.99,0,*,0,0,*,0,62,0,0,0,0,0,0,0,0,405,23,480,24300,100
2023,FY,PROVIDER,HOS,921726,Pacific Hospice Llc,Cerritos,CA,90703,103,106,11635,2700149,2464709,2464709,2069839,62,0,81,41,59,37,*,17,33,0,0,*,2.29,0,*,0,0,33,0,58,*,0,0,*,0,0,0,0,1829,219,1560,101955,100
2023,FY,PROVIDER,HOS,921729,Affective Hospice Care Inc,Montclair,CA,91763,71,84,10086,2880830,2034168,2034168,1733854,*,0,84,65,35,79,*,*,*,0,0,*,2.05,0,37,0,0,36,0,20,*,*,0,*,0,*,0,0,2394,29,1733,119130,100
2023,FY,PROVIDER,HOS,921730,United Hearts Hospice Health  Services,Simi Valley,CA,93063,34,37,3535,1095906,820678,820678,675688,*,0,86,35,65,85,*,0,*,*,0,0,2.22,0,*,0,0,*,0,*,*,0,0,0,0,0,0,0,721,123,770,84210,99
2023,FY,PROVIDER,HOS,921731,Bristol Hospice - Coachella Valley Llc,Rancho Mirage,CA,92270,29,31,1896,596769,392620,392620,342220,*,0,85,45,55,86,*,0,*,0,0,0,2.80,*,*,0,0,*,0,45,*,0,0,0,0,0,0,0,534,82,361,37935,100
2023,FY,PROVIDER,HOS,921732,Advantage Health Systems,Costa Mesa,CA,92626,82,89,11637,4454957,2402272,2402272,2026850,34,0,87,34,66,60,*,20,17,*,0,0,2.50,0,*,*,0,65,0,17,*,0,0,*,0,0,0,0,3083,510,3176,175245,100
2023,FY,PROVIDER,HOS,921733,Compassionate Touch Hospice Care Inc.,Monterey Park,CA,91754,16,17,3520,778822,753929,753929,600310,*,0,88,*,*,*,0,*,*,0,0,*,2.52,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,311,*,36,14760,100
2023,FY,PROVIDER,HOS,921734,Cabrillo Hospice,San Juan Capistrano,CA,92675,727,759,68376,16288771,14218822,14218822,12055574,30,*,84,41,59,70,6,6,16,*,*,2,2.72,*,19,9,*,36,0,25,9,1,*,2,0,*,*,0,12546,1714,15708,609210,100
2023,FY,PROVIDER,HOS,921735,So Cal Hospice Care Inc,N Hollywood,CA,91606,35,39,2257,464109,520127,520127,428447,66,0,85,*,*,63,*,*,*,0,*,*,2.68,0,*,0,0,*,0,59,*,*,0,0,0,0,0,0,578,59,410,57270,99
2023,FY,PROVIDER,HOS,921739,Easy Care Hospice Inc,Glendale,CA,91206,132,138,17931,2407099,3762953,3762953,3178047,14,0,88,29,71,77,10,*,11,0,0,*,2.48,*,9,*,0,56,0,24,*,*,0,*,0,0,0,0,6089,294,3803,365340,100
2023,FY,PROVIDER,HOS,921741,Paramount Hospice,Pomona,CA,91766,79,82,7272,1576520,1553124,1553124,1329056,*,0,73,41,59,14,*,70,*,0,*,*,1.56,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,1294,*,255,53160,100
2023,FY,PROVIDER,HOS,921742,Santa Maria Hospice Inc,Santa Maria,CA,93458,59,60,3999,1198143,942482,942482,717608,46,0,85,37,63,68,*,*,22,*,0,*,2.20,0,18,20,0,23,0,25,*,*,*,*,0,0,0,0,573,38,29,33975,100
2023,FY,PROVIDER,HOS,921743,Accentcare Hospice & Palliative Care Of Ca- Sacto,Sacramento,CA,95833,251,261,15033,5480204,4091394,4091394,2796211,30,*,83,42,58,74,8,8,7,*,*,*,2.39,*,19,7,0,25,0,33,7,5,*,*,0,*,*,*,4402,637,3306,241650,100
2023,FY,PROVIDER,HOS,921744,Ocean View Hospice Inc,Stanton,CA,90680,89,96,9341,2557791,1931340,1931340,1659215,22,0,86,39,61,55,*,*,25,0,*,*,2.39,0,*,0,0,54,0,35,*,0,0,0,0,0,0,0,2069,298,2122,139080,100
2023,FY,PROVIDER,HOS,921745,Americus Hospice Inc,Simi Valley,CA,93063,51,52,5229,1726957,1186622,1186622,981015,33,0,88,35,65,57,*,*,27,0,0,0,2.65,0,*,*,0,40,0,*,*,*,0,*,0,0,0,0,1693,65,1125,151710,99
2023,FY,PROVIDER,HOS,921746,Brenton Hospice Inc,Rancho Cucamonga,CA,91730,89,96,9360,2833744,1860516,1860516,1637313,*,0,85,33,67,70,*,*,13,0,0,*,2.31,0,16,*,0,39,0,39,*,0,0,*,0,0,0,0,1807,338,2939,119040,100
2023,FY,PROVIDER,HOS,921747,Comfort Life Hospice,Downey,CA,90240,108,110,10326,3410229,2239839,2239839,1859470,80,0,82,47,53,51,19,10,19,0,*,*,3.57,0,10,0,0,41,0,37,10,0,0,*,0,0,0,0,2477,312,2398,162150,100
2023,FY,PROVIDER,HOS,921748,Talna Hospice Care,Murrieta,CA,92562,23,30,2181,544450,463471,463471,407533,*,0,80,*,*,70,*,0,*,0,0,0,3.21,*,*,0,0,43,0,37,*,0,0,0,0,0,0,0,411,47,461,34080,100
2023,FY,PROVIDER,HOS,921751,Suncrest Hospice Sacramento Llc,Sacramento,CA,95834,891,941,51375,20941078,13823965,13823965,9472820,23,*,85,39,61,79,6,6,8,*,*,*,2.17,0,20,5,0,48,0,18,5,2,*,2,0,0,0,*,16753,2486,21900,725190,100
2023,FY,PROVIDER,HOS,921752,Allied Hospice,Alhambra,CA,91801,50,51,1228,529106,290539,290539,239611,78,0,84,54,46,*,0,70,26,0,*,0,2.85,0,41,0,0,*,0,31,*,*,0,*,0,0,0,0,402,*,66,24225,100
2023,FY,PROVIDER,HOS,921753,Western Horizon Hospice And Palliative Care Inc,Lake Forest,CA,92630,76,78,8288,1945369,1683227,1683227,1466824,*,*,87,45,55,78,*,*,*,0,*,*,2.24,0,*,0,0,60,0,23,*,0,0,0,0,0,0,0,1183,203,1594,71055,100
2023,FY,PROVIDER,HOS,921755,Pristine Hospice Care,Burbank,CA,91504,45,46,4693,1733221,1107364,1107364,911402,*,0,89,29,71,82,0,*,*,0,*,0,2.12,*,*,0,0,54,0,*,*,0,0,*,0,0,0,0,1797,148,1230,178140,98
2023,FY,PROVIDER,HOS,921757,Quality Hospice Care Inc,Walnut,CA,91789,55,61,10170,2879234,2118271,2118271,1750995,20,0,87,35,65,51,*,22,20,0,0,*,2.25,0,*,0,0,64,0,34,0,0,0,0,0,0,0,0,2907,163,3045,174930,100
2023,FY,PROVIDER,HOS,921758,Soft Touch Hospice Inc,Los Angeles,CA,90041,76,80,12367,3132565,2443886,2443886,2089942,*,0,84,54,46,*,*,95,*,0,*,0,2.04,0,*,0,0,30,0,54,*,0,0,0,0,0,0,0,2229,420,110,136410,100
2023,FY,PROVIDER,HOS,921762,Latreia Healthcare Services Inc,Sacramento,CA,95827,158,171,15406,5693004,3987741,3987741,2725615,14,*,87,43,57,78,*,*,8,0,*,*,2.29,*,12,9,0,45,0,20,6,0,0,*,0,*,*,0,3961,615,6327,214230,100
2023,FY,PROVIDER,HOS,921764,American Hospice Care Inc,Bakersfield,CA,93304,24,25,1804,577248,365345,365345,323408,*,0,87,*,*,63,0,*,*,0,0,0,2.15,0,*,0,0,48,0,*,*,*,0,*,0,0,0,0,625,13,699,29145,100
2023,FY,PROVIDER,HOS,921765,St. Jude Hospice & Palliative Care,Anaheim,CA,92806,139,149,16081,5064258,3392102,3392102,2829020,49,0,82,35,65,47,8,20,21,*,0,*,2.70,*,26,8,0,30,0,27,*,*,0,*,0,0,0,0,3763,258,4011,218685,100
2023,FY,PROVIDER,HOS,921766,Unicare Hospice Provider Inc,Upland,CA,91786,95,99,7121,2967486,1484461,1484461,1284624,54,0,79,45,55,55,13,*,25,0,*,0,3.02,*,13,0,0,33,0,44,*,*,0,*,0,0,0,0,2292,205,1905,126525,100
2023,FY,PROVIDER,HOS,921767,Essential Hospice Care,La Tuna Canyon,CA,91352,56,57,5109,1476162,1020727,1020727,886409,77,0,81,30,70,63,*,*,*,0,*,0,1.65,0,*,0,0,32,0,54,*,0,0,0,0,0,0,0,1002,68,587,47235,100
2023,FY,PROVIDER,HOS,921768,Certified Hospice Care Inc,Lancaster,CA,93534,105,118,12987,2884327,2569472,2569472,2286274,87,0,73,44,56,20,*,48,26,0,0,*,1.54,0,*,*,0,*,0,86,*,0,0,0,0,0,0,0,2126,29,449,127245,100
2023,FY,PROVIDER,HOS,921770,Affinity Hospice Llc,Culver City,CA,90230,79,89,10693,1092424,2355931,2355931,1944803,56,0,79,47,53,52,*,*,37,0,*,0,3.72,0,16,0,0,25,0,45,*,*,0,*,0,0,0,0,2459,395,2057,170580,100
2023,FY,PROVIDER,HOS,921772,St. Peter's Hospice Care Inc.,Van Nuys,CA,91406,58,60,5513,1936304,1237487,1237487,1019562,43,0,82,48,52,59,*,*,21,0,0,0,2.73,0,*,*,0,40,0,32,*,0,0,0,0,0,0,0,1813,119,1040,149925,99
2023,FY,PROVIDER,HOS,921773,Spero Hospice Services Inc,Reseda,CA,91335,46,51,4882,1115295,1024392,1024392,845933,54,0,82,50,50,43,*,*,28,0,*,*,2.33,0,*,*,0,*,0,65,*,0,0,*,0,0,0,0,898,57,466,53880,100
2023,FY,PROVIDER,HOS,921774,Alliance Hospice,Daly City,CA,94014,122,126,10410,3678554,2936993,2936993,1853255,30,0,84,43,57,58,*,21,12,0,0,*,2.51,*,17,*,*,14,0,40,9,*,*,*,*,0,0,0,2589,380,1271,90240,100
2023,FY,PROVIDER,HOS,921777,Epione Hospice Inc,Torrance,CA,90501,11,12,697,245483,170267,170267,141115,*,*,78,*,*,*,*,*,*,0,0,0,4.46,0,*,0,*,0,0,*,*,0,0,*,0,0,0,0,150,22,209,8970,98
2023,FY,PROVIDER,HOS,921778,La Crescenta Hospice Care Corp,La Crescenta,CA,91214,17,18,2334,504607,477773,477773,394069,*,0,83,*,*,*,0,0,*,*,*,0,1.97,0,*,0,0,*,0,*,0,0,0,*,0,0,0,0,496,80,139,25575,100
2023,FY,PROVIDER,HOS,921779,Safeway Hospice Corp,Glendale,CA,91205,40,40,3995,961455,899779,899779,752141,*,0,76,40,60,33,*,*,58,0,*,0,1.85,0,*,0,0,30,0,53,*,0,0,*,0,0,0,0,814,139,90,71595,100
2023,FY,PROVIDER,HOS,921780,Above And Beyond Hospice Care,Chino,CA,91710,70,79,8114,2132970,1606041,1606041,1408389,60,0,74,60,40,49,19,*,26,0,*,0,2.81,0,23,0,0,19,0,35,19,*,0,*,0,0,0,0,1513,84,1404,67305,100
2023,FY,PROVIDER,HOS,921782,Antelope Valley Supportive Care And Hospice Inc,Lancaster,CA,93534,116,123,10379,3797577,2220548,2220548,1839254,36,0,80,50,50,64,16,*,16,0,*,0,2.74,0,39,0,0,10,0,33,13,*,0,*,0,0,*,0,3603,467,2609,205575,100
2023,FY,PROVIDER,HOS,921784,Best Choice Hospice Inc,Carson,CA,90745,17,17,625,163500,118569,118569,103591,*,0,68,*,*,*,*,*,71,0,0,0,1.25,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,142,20,0,8640,100
2023,FY,PROVIDER,HOS,921785,Atlantis Hospice Inc,Anaheim,CA,92805,55,64,5689,1560112,1159914,1159914,991486,45,0,80,42,58,65,*,*,*,0,*,*,2.17,0,*,0,0,41,0,48,*,0,*,0,0,*,0,0,900,192,917,47940,100
2023,FY,PROVIDER,HOS,921788,Mlife Hospice Inc,Riverside,CA,92505,63,68,5469,1790766,1118997,1118997,970072,43,0,82,32,68,63,*,0,25,0,0,*,2.51,0,*,0,0,35,0,37,*,*,0,*,0,*,*,0,906,129,1751,50580,100
2023,FY,PROVIDER,HOS,921789,Holistic Palliative Care Inc,Oakland,CA,94619,111,113,8326,2996899,2344535,2344535,1490019,44,0,83,38,62,72,13,*,*,0,*,*,2.27,*,19,*,0,51,0,14,*,0,0,*,0,0,0,0,1698,33,2747,91530,100
2023,FY,PROVIDER,HOS,921792,Radiant Hospice,San Diego,CA,92111,189,192,20778,5235508,4328714,4328714,3628421,20,0,86,41,59,77,*,*,11,*,*,*,2.44,0,20,*,0,31,0,38,6,*,0,*,0,0,0,0,4572,994,4372,239760,100
2023,FY,PROVIDER,HOS,921793,Sea Coast Hospice Care Inc,San Diego,CA,92121,408,445,43420,9934374,9123011,9123011,7644696,33,0,85,37,63,75,*,7,14,*,*,*,2.59,*,9,9,0,22,0,46,11,*,*,*,0,0,*,0,6473,285,3535,372105,100
2023,FY,PROVIDER,HOS,921794,Sequoia Hospice,Milpitas,CA,95035,442,458,35972,12917970,10317675,10317675,6384980,46,0,85,39,61,50,3,28,16,*,*,2,2.74,0,26,3,0,35,0,28,5,*,*,3,0,0,0,0,11494,1603,9943,512235,100
2023,FY,PROVIDER,HOS,921795,Devoted Healthcare Inc,Claremont,CA,91711,88,96,13841,3988385,2703245,2703245,2325823,34,0,85,39,61,51,*,*,36,0,0,*,2.49,0,*,*,0,46,0,40,*,0,0,*,0,0,0,0,2410,415,3645,134850,100
2023,FY,PROVIDER,HOS,921796,California Professional Health Care,Cerritos,CA,90703,56,62,9242,2404572,1915030,1915030,1604558,39,0,84,32,68,46,20,*,20,0,0,*,2.73,0,*,0,0,44,0,42,0,0,0,*,0,0,0,0,2480,256,2113,116115,100
2023,FY,PROVIDER,HOS,921798,Nnn Hospice Inc,N Hollywood,CA,91605,47,50,11376,2545100,2272328,2272328,1911116,*,0,75,57,43,*,*,0,89,0,*,0,1.50,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,2208,384,109,102210,100
2023,FY,PROVIDER,HOS,A01500,Aveeva Hospice,Riverside,CA,92503,203,220,22372,7519971,4490572,4490572,3910058,31,0,85,33,67,64,8,*,23,*,0,*,2.56,*,12,8,0,39,0,30,8,*,0,*,0,0,*,0,5174,846,7675,268365,100
2023,FY,PROVIDER,HOS,A01501,Geo Hospice Care Inc,Rancho Cucamonga,CA,91730,40,47,3995,884459,842052,842052,717527,*,0,73,55,45,58,28,*,*,0,0,0,2.65,0,*,0,0,*,0,34,36,*,*,*,0,0,0,0,497,30,276,28200,100
2023,FY,PROVIDER,HOS,A01503,Starlight Hospice Inc,Montclair,CA,91763,45,49,3594,1166892,768936,768936,639770,69,0,85,38,62,27,*,*,56,0,0,0,3.33,*,*,0,0,*,0,45,*,*,0,*,0,0,0,0,596,133,404,51915,99
2023,FY,PROVIDER,HOS,A01504,Helping Hands Home Health Care And Hospice Inc.,San Mateo,CA,94402,48,49,3617,1121316,1019522,1019522,655768,40,0,87,40,60,54,*,25,*,*,0,*,2.51,0,*,*,0,41,0,31,*,0,0,0,0,0,0,*,798,61,585,38280,100
2023,FY,PROVIDER,HOS,A01506,Hospice Care Of The Coast Inc,Escondido,CA,92025,93,97,10263,2604930,2153204,2153204,1806569,24,0,85,31,69,75,0,*,*,0,*,*,2.49,0,*,0,0,51,0,37,*,*,0,*,0,*,*,0,1346,87,2342,82170,100
2023,FY,PROVIDER,HOS,A01507,Perpetual Care Hospice Inc,Simi Valley,CA,93063,124,129,8377,2205035,1833793,1833793,1512757,22,0,85,41,59,61,9,*,25,0,*,*,2.56,0,25,0,0,29,0,26,14,*,0,*,0,0,0,0,2025,217,2012,129810,100
2023,FY,PROVIDER,HOS,A01508,Hospice Of Orange County Inc,Fullerton,CA,92835,56,64,4974,1718806,1054035,1054035,887222,55,0,79,39,61,30,*,*,46,0,0,0,3.92,0,20,0,0,31,0,39,*,*,0,*,0,0,0,0,789,153,692,49245,100
2023,FY,PROVIDER,HOS,A01509,Angel Rays Hospice Inc,Granada Hills,CA,91344,37,41,6773,1687155,1354987,1354987,1141252,*,0,68,65,35,0,97,0,*,0,*,0,1.79,0,0,*,0,*,0,34,49,0,*,0,0,0,0,0,1049,229,31,69915,100
2023,FY,PROVIDER,HOS,A01512,Gentle Touch Hospice Inc,Granada Hills,CA,91344,64,64,6680,1574351,1438033,1438033,1185579,*,0,85,33,67,88,*,*,*,0,0,*,2.22,*,*,0,0,61,0,19,*,*,0,*,0,0,0,0,920,159,1289,55200,100
2023,FY,PROVIDER,HOS,A01514,Iv Hospice Inc,Studio City,CA,91604,30,30,1194,243990,236913,236913,195410,*,0,76,40,60,*,*,*,*,0,*,*,1.73,0,0,0,0,*,0,*,*,0,0,0,0,0,0,0,245,14,60,14700,100
2023,FY,PROVIDER,HOS,A01515,Valencia Hospice Care,Valencia,CA,91355,27,28,2419,700001,522762,522762,431634,*,0,85,*,*,52,*,*,*,0,0,0,2.22,0,*,*,0,39,0,*,*,*,0,0,0,0,0,0,830,88,501,51855,99
2023,FY,PROVIDER,HOS,A01517,Vida Hospice Services Inc,Diamond Bar,CA,91765,27,28,2823,650000,575491,575491,508169,59,0,77,*,*,*,*,*,41,0,0,0,2.32,0,*,0,0,*,0,57,*,0,0,0,0,0,0,0,462,32,312,29205,100
2023,FY,PROVIDER,HOS,A01518,Passion And Love Hospice Inc,Whittier,CA,90605,20,20,1394,408626,308314,308314,255641,*,0,91,*,*,*,*,*,*,0,*,0,2.76,0,*,0,*,*,0,*,*,0,0,*,0,0,0,0,310,45,250,17115,100
2023,FY,PROVIDER,HOS,A01519,Colusa Medical Center Hospice,Colusa,CA,95932,31,31,2534,893026,534949,534949,451293,39,*,84,*,*,71,0,*,*,0,0,*,2.69,*,*,0,0,*,0,*,*,0,0,0,0,0,0,0,559,89,428,27810,100
2023,FY,PROVIDER,HOS,A01520,Light Angel Hospice Inc,Van Nuys,CA,91401,15,19,1912,401930,420928,420928,382301,100,0,86,*,*,73,0,0,0,0,*,*,3.15,0,0,0,*,*,0,*,*,0,0,*,0,0,0,0,333,90,333,22530,100
2023,FY,PROVIDER,HOS,A01521,Sva Hospice,Sherman Oaks,CA,91423,67,68,13801,2847215,2694166,2694166,2320077,*,0,88,19,81,75,*,*,*,*,0,0,1.84,0,*,0,0,43,0,44,*,0,0,*,0,0,0,0,2713,450,5241,153435,100
2023,FY,PROVIDER,HOS,A01523,Blue Iris Hospice,Sherman Oaks,CA,91423,28,33,3797,976927,806354,806354,664676,*,0,92,*,*,71,*,*,*,0,0,0,2.12,0,0,0,0,64,0,*,*,0,0,0,0,0,0,0,541,18,156,28545,100
2023,FY,PROVIDER,HOS,A01524,Comfort-Focused Hospice Care Inc,Burbank,CA,91504,11,11,1538,420488,311017,311017,257949,*,0,89,*,*,*,0,*,*,0,*,0,1.81,0,*,0,0,*,0,*,0,0,0,0,0,0,0,0,247,*,104,15480,100
2023,FY,PROVIDER,HOS,A01525,Divinity Hospice,Bakersfield,CA,93301,40,41,4178,2029665,830566,830566,740799,65,*,80,43,58,73,*,*,*,*,*,0,2.35,0,29,0,0,*,0,29,*,*,0,*,0,*,0,0,982,75,1007,52290,100
2023,FY,PROVIDER,HOS,A01526,Bristol Hospice- Lancaster,Lancaster,CA,93534,95,99,9020,2872080,1924105,1924105,1608049,27,0,79,40,60,68,15,*,12,0,*,*,2.50,0,25,0,*,15,0,46,*,*,0,0,0,0,0,0,1899,271,2310,107400,100
2023,FY,PROVIDER,HOS,A01527,Comforting Home Hospice Inc,Los Angeles,CA,90005,11,11,787,207214,155752,155752,130582,*,0,87,*,*,*,0,*,*,0,0,0,1.64,0,*,0,0,*,0,*,0,0,0,0,0,0,0,0,125,*,98,7395,100
2023,FY,PROVIDER,HOS,A01528,St Bernardine Hospice Care Inc,Irvine,CA,92618,11,11,612,145396,137927,137927,117409,*,0,87,*,*,*,0,*,*,0,*,0,2.39,*,*,*,0,*,0,*,0,0,0,0,0,0,0,0,126,13,128,8475,100
2023,FY,PROVIDER,HOS,A01529,Vision Viejo Hospice Services,Mission Viejo,CA,92691,54,55,3491,953726,772421,772421,649875,*,0,87,43,57,91,0,*,*,0,0,0,2.47,0,*,*,0,25,0,45,*,0,0,*,0,0,0,0,642,45,761,42165,99
2023,FY,PROVIDER,HOS,A01530,Advocare Hospice Inc,Garden Grove,CA,92840,69,75,8232,2909530,1725122,1725122,1442443,46,0,82,43,57,46,*,19,32,0,0,*,3.33,0,27,*,0,23,0,37,*,*,0,0,0,0,0,0,1622,292,2206,110310,100
2023,FY,PROVIDER,HOS,A01531,Tlc Hospice Inc,Anaheim,CA,92801,11,11,1339,340838,285356,285356,240782,*,0,77,*,*,*,*,*,*,0,0,0,2.10,0,0,0,0,*,0,*,*,*,0,0,0,0,0,0,217,27,18,9165,100
2023,FY,PROVIDER,HOS,A01532,Lucent Hospice,Huntington Beach,CA,92649,62,67,6128,1901097,1252601,1252601,1069165,31,0,84,35,65,61,*,*,18,0,0,*,3.05,0,18,*,0,45,0,19,*,*,0,*,0,0,0,0,1289,191,1686,84435,100
2023,FY,PROVIDER,HOS,A01534,Quietude Hospice Care Inc,Tarzana,CA,91356,74,77,8893,2305746,1885912,1885912,1599047,50,0,83,39,61,27,20,*,43,*,*,*,3.25,0,*,*,0,36,0,43,*,*,0,*,0,*,0,0,1721,72,1520,125175,100
2023,FY,PROVIDER,HOS,A01535,Olympia Hospice Care Inc,Sherman Oaks,CA,91423,181,195,18398,4491975,3910376,3910376,3251146,27,0,82,45,55,62,7,6,21,0,*,*,3.00,0,42,0,*,19,0,28,6,*,*,*,0,0,0,0,3665,119,3582,279660,100
